Model,Fuel Type,Mileage,Owner,Location,Price
Toyota Etios (2012),PETROL,"72,000 KM",2nd,"Vaishali Nagar, Ajmer","₹ 3,50,000"
Mahindra Scorpio (2007),DIESEL,"120,000 KM",2nd,"Balar Rural, Beawar","₹ 3,50,000"
Hyundai Verna (2013),DIESEL,98000.0 KM,1st,"Sikar Road, Jaipur","₹ 5,10,000"
Maruti Suzuki Alto 800 (2017),LPG,67592.0 KM,1st,"Tirumala Colony, Hyderabad","₹ 2,55,000"
Mahindra Tuv 300 (2017),DIESEL,73000.0 KM,1st,"kavuri hills, Hyderabad","₹ 8,50,000"
Maruti Suzuki Swift Dzire (2018),DIESEL,86663.0 KM,1st,"Adarsh Nagar Colony, LB Nagar","₹ 7,90,000"
Maruti Suzuki Swift (2009),DIESEL,80000.0 KM,1st,"BK Guda, Hyderabad","₹ 3,00,000"
Maruti Suzuki Vitara Brezza (2017),DIESEL,78521.0 KM,1st,"LB Nagar, Hyderabad","₹ 8,50,000"
Ford Figo (2010),DIESEL,76401.0 KM,2nd,"Bollaram, Hyderabad","₹ 2,55,000"
Toyota Etios (2015),DIESEL,"250,000 KM",1st,"Teacher Colony, Warangal","₹ 6,00,000"
Other Brands Others (2019),DIESEL,"1,100 KM",1st,"Housing Board Colony, Nagarkurnool","₹ 5,20,000"
Maruti Suzuki Ritz (2011),DIESEL,88000.0 KM,1st,"Arfath Nagar, Hyderabad","₹ 3,30,000"
Hyundai I20 (2014),DIESEL,70000.0 KM,2nd,"Attapur, Hyderabad","₹ 4,90,000"
Hyundai Fluidic Verna (2012),PETROL,89455.0 KM,1st,"Nagole, Hyderabad","₹ 5,75,000"
Maruti Suzuki Eeco (2017),PETROL,55000.0 KM,1st,"Attapur, Hyderabad","₹ 3,95,000"
Mahindra Scorpio (2007),DIESEL,152000.0 KM,1st,"Attapur, Hyderabad","₹ 2,45,000"
Mahindra Scorpio (2011),DIESEL,60000.0 KM,1st,"Attapur, Hyderabad","₹ 4,65,000"
Mahindra Scorpio (2010),DIESEL,38000.0 KM,1st,"Attapur, Hyderabad","₹ 5,65,000"
Hyundai Accent (2005),DIESEL,98000.0 KM,3rd,"Attapur, Hyderabad","₹ 1,20,000"
Skoda Octavia (2008),DIESEL,91640.0 KM,1st,"Uppal, Hyderabad","₹ 3,25,000"
Maruti Suzuki Alto 800 (2012),PETROL,85000.0 KM,1st,"Hitech City, Hyderabad","₹ 2,44,000"
Hyundai Santro (2006),PETROL,117000.0 KM,1st,"Tirumala Colony, Hyderabad","₹ 1,49,999"
Hyundai I10 (2012),PETROL,38281.0 KM,1st,"Adarsh Nagar Colony, LB Nagar","₹ 3,60,000"
Hyundai Accent (2008),PETROL,94000.0 KM,1st,"Hitech City, Hyderabad","₹ 1,84,000"
Maruti Suzuki Ritz (2009),DIESEL,90000.0 KM,1st,"Hitech City, Hyderabad","₹ 2,74,000"
Maruti Suzuki Wagon R (2015),PETROL,58521.0 KM,1st,"LB Nagar, Hyderabad","₹ 4,35,000"
Honda City (2011),PETROL,68393.0 KM,1st,"Nagole, Hyderabad","₹ 4,40,000"
Toyota Fortuner (2018),DIESEL,20000.0 KM,1st,"Jubilee Hills, Hyderabad","₹ 33,85,000"
Maruti Suzuki Baleno (2016),DIESEL,87000.0 KM,1st,"Hitech City, Hyderabad","₹ 6,95,000"
Skoda Laura (2006),DIESEL,108000.0 KM,2nd,"Abids, Hyderabad","₹ 2,35,000"
Hyundai I10 (2008),PETROL,81000.0 KM,2nd,"Bahadurpura, Hyderabad","₹ 2,20,000"
Hyundai Accent (2001),PETROL,"95,000 KM",2nd,"Bhagirathi Colony, Mahbubnagar","₹ 85,000"
Mahindra Xuv500 (2016),DIESEL,"71,000 KM",1st,"Bollaram, Hyderabad","₹ 13,00,000"
Maruti Suzuki Ertiga (2019),DIESEL,50000.0 KM,1st,"Balkampet, Hyderabad","₹ 12,60,000"
Audi A3 (2015),DIESEL,68702.0 KM,1st,"AS Rao Nagar, Hyderabad","₹ 16,50,000"
Skoda Rapid (2015),DIESEL,100428.0 KM,1st,"Jubilee Hills, Hyderabad","₹ 5,90,000"
Volkswagen Vento (2016),DIESEL,78818.0 KM,1st,"Banjara Hills, Hyderabad","₹ 7,15,000"
Maruti Suzuki Alto 800 (2012),PETROL,85000.0 KM,1st,"Hitech City, Hyderabad","₹ 2,44,000"
Maruti Suzuki Vitara Brezza (2017),DIESEL,90568.0 KM,1st,"Bowenpally, Hyderabad","₹ 7,95,000"
Hyundai Accent (2008),PETROL,94000.0 KM,1st,"Hitech City, Hyderabad","₹ 1,84,000"
Hyundai I10 (2012),PETROL,67325.0 KM,1st,"Nagole, Hyderabad","₹ 3,45,000"
Hyundai I20 (2011),DIESEL,89566.0 KM,1st,"Nagole, Hyderabad","₹ 3,70,000"
Maruti Suzuki Ritz (2009),DIESEL,90000.0 KM,1st,"Hitech City, Hyderabad","₹ 2,74,000"
Mahindra Scorpio (2007),DIESEL,152000.0 KM,1st,"Attapur, Hyderabad","₹ 2,45,000"
Mahindra Scorpio (2010),DIESEL,38000.0 KM,1st,"Attapur, Hyderabad","₹ 5,65,000"
Hyundai Accent (2005),DIESEL,98000.0 KM,3rd,"Attapur, Hyderabad","₹ 1,20,000"
Hyundai Fluidic Verna (2012),PETROL,89455.0 KM,1st,"Nagole, Hyderabad","₹ 5,75,000"
Hyundai I10 (2014),PETROL,67961.0 KM,1st,"Nagole, Hyderabad","₹ 4,10,000"
Mahindra Scorpio (2011),DIESEL,60000.0 KM,1st,"Attapur, Hyderabad","₹ 4,65,000"
Skoda Octavia (2008),DIESEL,91640.0 KM,1st,"Uppal, Hyderabad","₹ 3,25,000"
Toyota Fortuner (2018),DIESEL,20000.0 KM,1st,"Jubilee Hills, Hyderabad","₹ 33,85,000"
Volkswagen Polo (2016),PETROL,31995.0 KM,--,"Madhapur, Hyderabad","₹ 6,00,000"
Maruti Suzuki Eeco (2017),PETROL,55000.0 KM,1st,"Attapur, Hyderabad","₹ 3,95,000"
Maruti Suzuki Omni (2016),PETROL,58000.0 KM,1st,"LB Nagar, Hyderabad","₹ 2,85,000"
Hyundai I20 (2014),DIESEL,70000.0 KM,2nd,"Attapur, Hyderabad","₹ 4,90,000"
Maruti Suzuki Swift Dzire (2014),DIESEL,85080.0 KM,1st,"Bowenpally, Hyderabad","₹ 5,20,000"
Toyota Innova (2005),DIESEL,162950.0 KM,1st,"Nagole, Hyderabad","₹ 4,80,000"
Skoda Rapid (2016),DIESEL,67165.0 KM,1st,"Madhapur, Hyderabad","₹ 8,30,000"
Maruti Suzuki Vitara Brezza (2018),DIESEL,71208.0 KM,1st,"Uppal, Hyderabad","₹ 9,80,000"
Hyundai Verna (2008),DIESEL,75708.0 KM,1st,"Nagole, Hyderabad","₹ 2,90,000"
Volkswagen Polo (2019),PETROL,34000.0 KM,1st,"Jubilee Hills, Hyderabad","₹ 6,50,000"
Maruti Suzuki Swift Dzire (2016),DIESEL,82762.0 KM,1st,"Uppal, Hyderabad","₹ 5,85,000"
Hyundai I10 (2010),PETROL,62000.0 KM,1st,"Moosapet, Hyderabad","₹ 2,90,000"
Maruti Suzuki Alto K10 (2013),PETROL,80455.0 KM,1st,"Nagole, Hyderabad","₹ 2,75,000"
Audi A4 (2009),DIESEL,"72,000 KM",2nd,"Housing Board Colony, Hyderabad","₹ 9,00,000"
Honda Jazz (2018),PETROL,43184.0 KM,1st,"Madhapur, Hyderabad","₹ 6,90,000"
Volkswagen Polo (2019),PETROL,44140.0 KM,--,"Madhapur, Hyderabad","₹ 7,23,000"
Jeep Compass (2018),DIESEL,14000.0 KM,1st,"LB Nagar, Hyderabad","₹ 14,00,000"
Maruti Suzuki Wagon R (2018),PETROL,25098.0 KM,1st,"Bowenpally, Hyderabad","₹ 4,40,000"
Hyundai I10 (2014),PETROL,19600.0 KM,1st,"Nagole, Hyderabad","₹ 4,25,000"
Maruti Suzuki Ritz (2011),DIESEL,88000.0 KM,1st,"Arfath Nagar, Hyderabad","₹ 3,30,000"
Honda Amaze (2017),PETROL,45000.0 KM,1st,"Nagole, Hyderabad","₹ 5,35,000"
Maruti Suzuki Wagon R (2014),PETROL,68000.0 KM,1st,"Uppal, Hyderabad","₹ 3,80,000"
Maruti Suzuki Alto 800 (2013),PETROL,55640.0 KM,1st,"Uppal, Hyderabad","₹ 2,35,000"
Mini Cooper 3 Door (2015),DIESEL,48000.0 KM,1st,"Madhapur, Hyderabad","₹ 21,50,000"
Chevrolet Enjoy (2016),--,57000.0 KM,1st,"Uppal, Hyderabad","₹ 4,50,000"
Maruti Suzuki Swift (2013),DIESEL,81200.0 KM,1st,"Kukatpally, Hyderabad","₹ 5,25,000"
Volkswagen Vento (2012),DIESEL,"65,000 KM",1st,"Madhapur, Hyderabad","₹ 3,49,999"
Maruti Suzuki Alto 800 (2019),PETROL,30772.0 KM,1st,"LB Nagar, Hyderabad","₹ 3,45,000"
Chevrolet Cruze (2010),DIESEL,98000.0 KM,1st,"Attapur, Hyderabad","₹ 2,95,000"
Maruti Suzuki Swift (2014),DIESEL,83264.0 KM,1st,"Uppal, Hyderabad","₹ 5,25,000"
Hyundai Grand I10 (2018),DIESEL,85000.0 KM,1st,"Mehdipatnam, Hyderabad","₹ 4,99,000"
Toyota Innova (2012),DIESEL,127000.0 KM,1st,"Erragadda, Hyderabad","₹ 8,50,000"
Maruti Suzuki Alto 800 (2014),PETROL,87000.0 KM,1st,"Ganeshnagar, Karimnagar","₹ 2,65,000"
Mercedes-Benz E-Class (2015),DIESEL,86000.0 KM,1st,"LB Nagar, Hyderabad","₹ 24,25,000"
Hyundai I10 (2008),PETROL,78000.0 KM,1st,"Old Bowenpally Sri Sai Enclave, Secunderabad","₹ 2,45,000"
Hyundai Others (2020),PETROL,6300.0 KM,1st,"Nagole, Hyderabad","₹ 7,45,000"
Mahindra Xuv500 (2020),DIESEL,9400.0 KM,1st,"Kukatpally, Hyderabad","₹ 16,25,000"
Honda Jazz (2016),DIESEL,37257.0 KM,1st,"Uppal, Hyderabad","₹ 6,20,000"
Maruti Suzuki Wagon R (2009),LPG,67510.0 KM,1st,"Bairamal Guda, Hyderabad","₹ 1,98,000"
Chevrolet Beat (2012),DIESEL,88976.0 KM,1st,"Nagole, Hyderabad","₹ 2,90,000"
Mahindra Bolero (2018),DIESEL,33508.0 KM,1st,"Madhapur, Hyderabad","₹ 8,49,000"
Toyota Innova (2013),DIESEL,131000.0 KM,1st,"Sri Nagar Colony, Hyderabad","₹ 8,25,000"
Maruti Suzuki Swift (2009),DIESEL,89000.0 KM,1st,"Moosapet, Hyderabad","₹ 2,95,000"
Mahindra Scorpio (2014),DIESEL,134542.0 KM,1st,"AS Rao Nagar, Hyderabad","₹ 5,90,000"
Hyundai Creta (2015),DIESEL,68500.0 KM,1st,"Banjara Hills, Hyderabad","₹ 10,25,000"
Volkswagen Tiguan (2017),DIESEL,52000.0 KM,1st,"Arfath Nagar, Hyderabad","₹ 25,00,000"
Jaguar F Type (2017),PETROL,6500.0 KM,1st,"Jubilee Hills, Hyderabad","₹ 95,00,000"
Volkswagen Polo (2014),DIESEL,88733.0 KM,1st,"kavuri hills, Hyderabad","₹ 5,95,000"
Volkswagen Polo (2016),DIESEL,54295.0 KM,1st,"kavuri hills, Hyderabad","₹ 6,85,000"
Hyundai Santa Fe (2013),DIESEL,87000.0 KM,1st,"Tarnaka, Hyderabad","₹ 9,35,000"
Maruti Suzuki Swift (2007),DIESEL,106000.0 KM,1st,"Madhapur, Hyderabad","₹ 2,99,000"
Mahindra Verito (2017),DIESEL,63251.0 KM,1st,"LB Nagar, Hyderabad","₹ 4,75,000"
Chevrolet Spark (2008),PETROL,75000.0 KM,1st,"Sainikpuri, Hyderabad","₹ 1,40,000"
Maruti Suzuki Swift Dzire (2010),DIESEL,95290.0 KM,1st,"Bairamal Guda, Hyderabad","₹ 3,40,000"
Maruti Suzuki Swift Dzire (2016),DIESEL,125000.0 KM,2nd,"Santosh Nagar, Hyderabad","₹ 5,90,000"
Hyundai Santro Xing (2005),PETROL,55309.0 KM,1st,"Nagole, Hyderabad","₹ 2,10,000"
Hyundai Verna (2007),DIESEL,110000.0 KM,1st,"Attapur, Hyderabad","₹ 1,90,000"
Chevrolet Spark (2010),PETROL,127000.0 KM,2nd,"Mythri Nagar, Hyderabad","₹ 90,000"
Hyundai I20 (2012),DIESEL,70000.0 KM,1st,"Katedan, Hyderabad","₹ 3,75,000"
Maruti Suzuki S-Cross (2017),DIESEL,50980.0 KM,--,"Madhapur, Hyderabad","₹ 8,55,000"
Maruti Suzuki S-Cross (2016),DIESEL,53216.0 KM,--,"Uppal, Hyderabad","₹ 7,94,000"
Opel Corsa (2005),PETROL,80000.0 KM,1st,"Madhapur, Hyderabad","₹ 1,55,000"
Bmw 5 Series (2011),DIESEL,70532.0 KM,2nd,"Banjara Hills, Hyderabad","₹ 18,75,000"
Ford Figo (2011),DIESEL,73000.0 KM,1st,"Madhapur, Hyderabad","₹ 2,95,000"
Mercedes-Benz E-Class (2015),DIESEL,91213.0 KM,2nd,"Masab Tank, Hyderabad","₹ 24,50,000"
Ford Figo (2011),DIESEL,123738.0 KM,1st,"RTC Colony, Hyderabad","₹ 2,50,000"
Maruti Suzuki Swift Dzire (2018),DIESEL,"26,000 KM",1st,"Nagavaram, Wanaparthy","₹ 8,00,000"
Tata Indica V2 (2011),DIESEL,205664.0 KM,1st,"BN reddy nagar, Hyderabad","₹ 70,000"
Hyundai Elite I20 (2019),DIESEL,35000.0 KM,1st,"LB Nagar, Hyderabad","₹ 8,60,000"
Maruti Suzuki Ertiga (2019),PETROL,25000.0 KM,1st,"Ameerpet, Hyderabad","₹ 9,99,000"
Hyundai Santro Xing (2007),PETROL,47000.0 KM,1st,"Narayanguda, Hyderabad","₹ 1,80,000"
Skoda Laura (2007),DIESEL,"125,000 KM",2nd,"Kalyan nagar, Hyderabad","₹ 1,95,000"
Maruti Suzuki Omni (2003),PETROL,"50,000 KM",4th,"Qutub Shahi Tombs, Hyderabad","₹ 80,000"
Skoda Rapid (2014),DIESEL,120000.0 KM,--,"Panjagutta, Hyderabad","₹ 4,35,000"
Mahindra Ekuv100 (2021),DIESEL,500 KM,1st,"Gandhamvarigudem, Chandur","₹ 26,99,999"
Skoda Octavia (2004),DIESEL,"200,000 KM",1st,"Gachibowli, Hyderabad","₹ 1,80,000"
Maruti Suzuki Swift (2018),PETROL,22617.0 KM,1st,"Tirumala Colony, Hyderabad","₹ 6,60,000"
Maruti Suzuki Alto 800 (2013),PETROL,46722.0 KM,--,"Shanthi Nagar, Hyderabad","₹ 2,85,000"
Toyota Innova (2012),DIESEL,180000.0 KM,1st,"Madhapur, Hyderabad","₹ 8,45,000"
Hyundai Santro Xing (2007),PETROL,"81,800 KM",1st,"Feroz Guda Mahadevi Nagar, Secunderabad","₹ 1,50,000"
Mahindra Xylo (2016),DIESEL,"136,000 KM",2nd,"Cristian Colony, Hyderabad","₹ 2,50,000"
Maruti Suzuki Baleno (2018),DIESEL,"60,000 KM",1st,"Surya Nagar Colony, Hyderabad","₹ 6,30,000"
Kia Others (2021),PETROL,"4,500 KM",2nd,"Sadana Nagar, Ramagundam","₹ 13,50,000"
Renault Pulse (2012),DIESEL,94449.0 KM,1st,"Madhapur, Hyderabad","₹ 2,97,000"
Mahindra Bolero (2014),DIESEL,85000.0 KM,1st,"Mythri Nagar, Hyderabad","₹ 4,75,000"
Skoda Octavia (2006),DIESEL,"150,000 KM",2nd,"Abids, Hyderabad","₹ 1,65,000"
Mahindra Xylo (2011),DIESEL,"114,000 KM",2nd,"Banjara Hills, Hyderabad","₹ 3,90,000"
Toyota Innova (2005),DIESEL,170850.0 KM,1st,"Bowenpally, Hyderabad","₹ 4,45,000"
Maruti Suzuki Wagon R (2009),LPG,65000.0 KM,1st,"Bowenpally, Hyderabad","₹ 2,43,000"
Maruti Suzuki Swift Dzire (2008),DIESEL,75000.0 KM,1st,"Bowenpally, Hyderabad","₹ 3,70,000"
Mercedes-Benz E-Class (2018),DIESEL,43000.0 KM,1st,"Jubilee Hills, Hyderabad","₹ 47,00,000"
Mahindra Kuv 100 (2016),DIESEL,"100,685 KM",2nd,"New Malakpet, Hyderabad","₹ 4,38,000"
Ford Figo Aspire (2017),DIESEL,"52,000 KM",1st,"Shirkey Colony, Naspur","₹ 5,30,000"
Tata Indica Ev2 (2018),DIESEL,"37,285 KM",2nd,"Nallagandla, Hyderabad","₹ 3,00,000"
Hyundai I20 (2012),DIESEL,76000.0 KM,1st,"Kushai Guda, Hyderabad","₹ 4,20,000"
Renault Kwid (2017),PETROL,44590.0 KM,--,"Shanthi Nagar, Hyderabad","₹ 3,40,000"
Toyota Innova (2013),DIESEL,140000.0 KM,2nd,"Katedan, Hyderabad","₹ 8,50,000"
Hyundai Santro (2006),PETROL,70000.0 KM,1st,"Uppal, Hyderabad","₹ 1,65,000"
Tata Indigo Cs (2008),DIESEL,"190,000 KM",2nd,"Vinayak Nagar (Nizamabad), Ghanpur Nizamabad District","₹ 1,00,000"
Kia Seltos (2019),DIESEL,9500.0 KM,1st,"Balkampet, Hyderabad","₹ 18,50,000"
Hyundai I20 (2010),PETROL,75000.0 KM,--,"Madhapur, Hyderabad","₹ 3,25,000"
Tata Tiago (2017),DIESEL,20000.0 KM,1st,"Madhapur, Hyderabad","₹ 5,40,000"
Toyota Innova (2012),DIESEL,"158,652 KM",1st,"Shakthi Nagar, Secunderabad","₹ 4,65,000"
Skoda Laura (2009),DIESEL,"133,500 KM",2nd,"Patancheru, Hyderabad","₹ 3,50,000"
Mahindra Bolero (2017),DIESEL,"95,000 KM",2nd,"Vidhya Nagar, Warangal","₹ 35,000"
Renault Pulse (2012),DIESEL,94000.0 KM,2nd,"Madhapur, Hyderabad","₹ 3,25,000"
Maruti Suzuki Omni (2008),PETROL,"110,000 KM",2nd,"Alivelumangapuram Colony, Chityala","₹ 1,20,000"
Hyundai I20 (2014),--,180000.0 KM,1st,"Uppal, Hyderabad","₹ 5,95,000"
Hyundai I20 (2010),DIESEL,72000.0 KM,1st,"Rocktown Colony, Hyderabad","₹ 2,97,000"
Maruti Suzuki Alto K10 (2012),PETROL,70585.0 KM,1st,"Bowenpally, Hyderabad","₹ 2,49,000"
Maruti Suzuki 800 (1997),PETROL,16 KM,1st,"Sayeedabad Colony, Hyderabad","₹ 32,000"
Maruti Suzuki Swift (2014),DIESEL,75655.0 KM,1st,"LB Nagar, Hyderabad","₹ 4,25,000"
Tata Bolt (2016),DIESEL,"186,000 KM",2nd,"Venkateshwara Colony, Bodhan","₹ 2,70,000"
Toyota Etios (2019),DIESEL,150000.0 KM,1st,"Banjara Hills, Hyderabad","₹ 3,30,000"
Maruti Suzuki 800 (2004),DIESEL,"53,525 KM",2nd,"Saroor Nagar, Hyderabad","₹ 15,000"
Maruti Suzuki Celerio X (2017),PETROL,"45,000 KM",2nd,"Sangareddy, Pothreddipalle","₹ 4,70,000"
Maruti Suzuki Ertiga (2013),DIESEL,"155,000 KM",3rd,"Housing Board Colony, Nagarkurnool","₹ 5,50,000"
Mahindra Xuv500 (2015),DIESEL,"127,500 KM",2nd,"Ameerpet, Hyderabad","₹ 11,00,000"
Maruti Suzuki Baleno (2017),DIESEL,64334.0 KM,1st,"Madhapur, Hyderabad","₹ 6,29,000"
Fiat Grande Punto (2015),PETROL,39000.0 KM,1st,"Moosapet, Hyderabad","₹ 4,00,000"
Maruti Suzuki Alto 800 (2019),PETROL,82905.0 KM,1st,"Kukatpally, Hyderabad","₹ 3,00,000"
Hyundai Eon (2015),PETROL,63000.0 KM,1st,"Begumpet, Secunderabad","₹ 3,25,000"
Datsun Go (2014),PETROL,56000.0 KM,1st,"Mythri Nagar, Hyderabad","₹ 2,60,000"
Honda Accord (2005),PETROL,"93,000 KM",1st,"Ayodhya Nagar, Hyderabad","₹ 2,50,000"
Ford Ecosport (2017),DIESEL,54088.0 KM,1st,"Bowenpally, Hyderabad","₹ 7,95,000"
Mahindra Bolero (2012),DIESEL,"120,000 KM",2nd,"Jangedu, Bhupalpalle","₹ 1,80,000"
Maruti Suzuki Swift Dzire (2016),DIESEL,100000.0 KM,1st,"Balkampet, Hyderabad","₹ 3,90,000"
Chevrolet Spark (2009),PETROL,20 KM,2nd,"Jadcherla, Mahbubnagar","₹ 1,10,000"
Tata Indica (2005),DIESEL,"150,000 KM",2nd,"Alka puri Colony, Karimnagar","₹ 59,000"
Tata Aria (2011),DIESEL,"76,000 KM",2nd,"IDPL Township, Hyderabad","₹ 4,45,500"
Maruti Suzuki Baleno (2019),DIESEL,40742.0 KM,1st,"Kukatpally, Hyderabad","₹ 8,75,000"
Maruti Suzuki Vitara Brezza (2017),DIESEL,24000.0 KM,1st,"Madhapur, Hyderabad","₹ 8,50,000"
Ford Ecosport (2015),DIESEL,113000.0 KM,1st,"LB Nagar, Hyderabad","₹ 7,35,000"
Toyota Innova Crysta (2016),DIESEL,115000.0 KM,1st,"Narayanguda, Hyderabad","₹ 18,20,000"
Maruti Suzuki Ertiga (2016),DIESEL,68320.0 KM,--,"Uppal, Hyderabad","₹ 8,92,000"
Maruti Suzuki Baleno (2017),DIESEL,"71,325 KM",2nd,"Nagavaram, Wanaparthy","₹ 6,20,000"
Tata Others (2016),DIESEL,"113,000 KM",2nd,"Drivers Colony, Bhadrachalam","₹ 2,70,000"
Honda City (2014),DIESEL,"86,000 KM",1st,"Tarnaka, Hyderabad","₹ 6,20,000"
Tata Indica Vista (2012),DIESEL,"164,899 KM",3rd,"Chandrayangutta, Hyderabad","₹ 2,50,000"
Maruti Suzuki Zen (2005),DIESEL,"183,000 KM",2nd,"Varni, Nizambad","₹ 75,000"
Maruti Suzuki 800 (2000),PETROL,"58,000 KM",3rd,"Akkalagudem, Kottalagudem","₹ 50,000"
Maruti Suzuki Eeco (2021),PETROL,"1,128 KM",1st,"Marriguda, Hyderabad","₹ 5,20,000"
Hindustan Motors Ambassador (2004),DIESEL,"86,000 KM",2nd,"Masab Tank, Hyderabad","₹ 1,25,000"
Maruti Suzuki Swift Dzire (2016),DIESEL,"150,000 KM",1st,"Bholakpur, Hyderabad","₹ 3,80,000"
Tata Nano (2012),PETROL,"27,620 KM",2nd,"Tanasha Nagar, Hyderabad","₹ 85,000"
Mahindra Xuv500 (2019),DIESEL,"95,000 KM",1st,"Lanco Hills, Hyderabad","₹ 15,75,000"
Tata Others (2021),PETROL,"1,600 KM",1st,"Bhagath Singh Nagar, Hyderabad","₹ 10,00,000"
Maruti Suzuki S-Cross (2017),DIESEL,70000.0 KM,1st,"Ameerpet, Hyderabad","₹ 7,45,000"
Audi A3 (2015),DIESEL,54707.0 KM,1st,"South Park, Hyderabad","₹ 19,00,000"
Maruti Suzuki Swift Dzire (2009),PETROL,43000.0 KM,1st,"Ameerpet, Hyderabad","₹ 3,90,000"
Tata Indica (2007),DIESEL,"94,000 KM",2nd,"Tadbun, Hyderabad","₹ 36,000"
Ashok Leyland Others (2017),DIESEL,"47,000 KM",1st,"Begumpet, Hyderabad","₹ 4,35,000"
Chevrolet Enjoy (2016),DIESEL,"225,157 KM",1st,"Malkapur Circle, Pothreddipalle","₹ 3,50,000"
Maruti Suzuki Sx4 (2010),PETROL,"114,000 KM",2nd,"Sanath Nagar, Hyderabad","₹ 2,95,000"
Mahindra Bolero (2002),DIESEL,95000.0 KM,2nd,"Balkampet, Hyderabad","₹ 1,75,000"
Maruti Suzuki Sx4 (2008),PETROL,"100,208 KM",2nd,"Rajgiri Colony, Narayankhed","₹ 1,70,000"
Ford Ikon (2007),PETROL,"20,000 KM",2nd,"Defence Colony, Hyderabad","₹ 1,90,000"
Hyundai Eon (2012),PETROL,"70,263 KM",1st,"Nallagutta DV Colony, Secunderabad","₹ 2,15,000"
Other Brands Others (1969),DIESEL,"70,000 KM",2nd,"Erramanzil Colony, Hyderabad","₹ 3,40,000"
Maruti Suzuki Baleno (2017),DIESEL,84621.0 KM,1st,"Begumpet, Hyderabad","₹ 6,60,000"
Honda Wr-V (2017),DIESEL,65000.0 KM,1st,"Madhapur, Hyderabad","₹ 8,45,000"
Toyota Fortuner (2020),DIESEL,24451.0 KM,1st,"Silicon Valley, Hyderabad","₹ 41,00,000"
Other Brands Others (2020),DIESEL,0 KM,1st,"Krishna Colony, Mahabubabad","₹ 1,70,000"
Ford Ecosport (2019),PETROL,"40,000 KM",1st,"Kondapur, Hyderabad","₹ 8,50,000"
Tata Indica (2010),DIESEL,"100,000 KM",1st,"Komatipalli, Warangal","₹ 1,00,000"
Hyundai I10 (2008),PETROL,"68,400 KM",1st,"Bandlaguda, Hyderabad","₹ 2,10,000"
Tata Aria (2006),ELECTRIC,"53,252 KM",3rd,"West Marredpally Balmiki Nagar, Secunderabad","₹ 15,000"
Toyota Innova (2014),DIESEL,"161,000 KM",1st,"Borabanda, Hyderabad","₹ 11,00,000"
Mahindra Scorpio (2009),DIESEL,"177,000 KM",2nd,"Teachers Colony, Kodad","₹ 4,00,000"
Mitsubishi Pajero Sport (2014),DIESEL,125089.0 KM,1st,"Madhapur, Hyderabad","₹ 12,10,000"
Maruti Suzuki Zen (2001),PETROL,"42,000 KM",2nd,"Shaikpet, Hyderabad","₹ 70,000"
Volkswagen Jetta (2013),DIESEL,133026.0 KM,2nd,"Madhapur, Hyderabad","₹ 8,50,000"
Hyundai Grand I10 (2016),PETROL,35230.0 KM,1st,"kavuri hills, Hyderabad","₹ 5,90,000"
Hyundai I10 (2012),PETROL,52000.0 KM,1st,"Narayanguda, Hyderabad","₹ 3,90,000"
Renault Duster (2013),DIESEL,154585.0 KM,1st,"RTC Colony, Hyderabad","₹ 4,50,000"
Mahindra Xuv500 (2015),DIESEL,85000.0 KM,1st,"Moosapet, Hyderabad","₹ 11,50,000"
Honda Accord (2006),PETROL,"94,000 KM",2nd,"Tukkuguda, Hyderabad","₹ 2,70,000"
Tata Indica Ev2 (2016),DIESEL,90000.0 KM,2nd,"Balkampet, Hyderabad","₹ 1,45,000"
Maruti Suzuki Swift (2015),DIESEL,"112,000 KM",1st,"IDA Cherlapalli, Hyderabad","₹ 5,90,000"
Mahindra Bolero Pik-Up (2019),DIESEL,"25,000 KM",1st,"Balaji Colony, LB Nagar","₹ 7,50,000"
Tata Manza (2010),DIESEL,"170,000 KM",2nd,"Hanamkonda, Warangal","₹ 1,90,000"
Hyundai Santro Xing (2003),PETROL,"61,000 KM",2nd,"Sitaphal Mandi, Secunderabad","₹ 1,50,000"
Tata Indica Ev2 (2016),DIESEL,"143,000 KM",2nd,"Raychial, Jagtial","₹ 1,55,000"
Maruti Suzuki Swift Dzire Tour (2019),DIESEL,"65,000 KM",1st,"Patancheru, Hyderabad","₹ 5,70,000"
Maruti Suzuki Vitara Brezza (2019),DIESEL,71000.0 KM,1st,"RTC Colony, Hyderabad","₹ 10,50,000"
Honda Brio (2015),PETROL,32000.0 KM,1st,"RTC Colony, Hyderabad","₹ 5,85,000"
Hyundai I10 (2010),PETROL,"47,000 KM",1st,"Abids, Hyderabad","₹ 3,00,000"
Volvo Xc40 (2020),PETROL,12057.0 KM,1st,"South Park, Hyderabad","₹ 44,00,000"
maruti suzuki alto (2007),Petrol,74551.0 Km,1st,"Tirumala Colony, Hyderabad","₹ 1,50,000"
Maruti Suzuki Baleno (2016),PETROL,68660.0 KM,1st,"Madhapur, Hyderabad","₹ 6,20,000"
Maruti Suzuki Alto K10 (2012),PETROL,70585.0 KM,1st,"Bowenpally, Hyderabad","₹ 2,49,000"
Mahindra Bolero (2017),DIESEL,"95,000 KM",2nd,"Vidhya Nagar, Warangal","₹ 35,000"
Maruti Suzuki Omni (2008),PETROL,"110,000 KM",2nd,"Alivelumangapuram Colony, Chityala","₹ 1,20,000"
